epoch	loss	acc	lr
1	2.515342885616677	8.768267223382045	0.0001
2	2.4234603486628523	13.36116910229645	0.0001
3	2.35512233726167	16.2839248434238	0.0001
4	2.2593489653880012	18.997912317327767	0.0001
5	2.1838395680166736	21.29436325678497	0.0001
6	2.0983667557821892	24.843423799582464	0.0001
7	1.9702251831026814	28.60125260960334	0.0001
8	1.8420712883138954	32.35908141962422	0.0001
9	1.7444952572064012	34.864300626304804	0.0001
10	1.6239895210883313	38.83089770354906	0.0001
11	1.5813914823631654	41.75365344467641	0.0001
12	1.5106389072095676	42.58872651356994	0.0001
13	1.5008825108502255	45.72025052192067	0.0001
14	1.3423213662583544	46.97286012526096	0.0001
15	1.2720381942322956	53.65344467640919	0.0001
16	1.1741006011007225	58.03757828810021	0.0001
17	1.07784761591097	59.49895615866388	0.0001
18	1.01620673112929	62.421711899791234	0.0001
19	0.9390955059662741	67.84968684759916	0.0001
20	0.8736882055477708	69.51983298538622	0.0001
21	0.8485889508231448	70.14613778705636	0.0001
22	0.7789100625071993	73.48643006263048	0.0001
23	0.7294139088071214	74.32150313152401	0.0001
24	0.6773460806038285	76.61795407098121	0.0001
25	0.5970537686148865	80.58455114822547	0.0001
26	0.5510149849481523	81.00208768267224	0.0001
27	0.5170366993652256	85.59498956158664	0.0001
28	0.5044778262523619	83.92484342379959	0.0001
29	0.3961907815584808	87.89144050104385	0.0001
30	0.4297157214927275	86.0125260960334	0.0001
31	0.376549433006872	89.77035490605428	0.0001
32	0.34535481082372727	89.97912317327766	0.0001
33	0.2740053147513085	92.06680584551148	0.0001
34	0.3351479524859307	91.8580375782881	0.0001
35	0.2546049849225484	91.64926931106471	0.0001
36	0.30719270505835466	89.5615866388309	0.0001
37	0.2943158001018715	90.81419624217119	0.0001
38	0.23757272153035086	93.52818371607516	0.0001
39	0.2538872615342847	93.31941544885177	0.0001
40	0.21362000349170232	94.1544885177453	0.0001
41	0.1920489172037061	94.57202505219206	0.0001
42	0.15046693311541465	96.24217118997912	0.0001
43	0.16359658946821734	95.4070981210856	0.0001
44	0.1507363517094007	94.78079331941545	0.0001
45	0.13648599249336069	96.03340292275574	0.0001
46	0.14626497170248212	96.03340292275574	0.0001
47	0.13054860761245257	97.07724425887265	0.0001
48	0.15612223044442233	96.03340292275574	0.0001
49	0.15343872518405038	95.61586638830897	0.0001
50	0.1786965584860714	95.19832985386222	0.0001
51	0.12792569344439436	96.86847599164926	0.0001
52	0.1620836163519071	94.98956158663883	0.0001
53	0.1389200118737828	96.65970772442589	0.0001
54	0.11534091946911962	96.86847599164926	0.0001
55	0.08499410137191944	97.28601252609603	0.0001
56	0.0716583144565216	98.74739039665971	0.0001
57	0.10825420835197345	96.65970772442589	0.0001
58	0.10686689418485866	96.65970772442589	0.0001
59	0.12010460606696462	96.65970772442589	0.0001
60	0.14748975489918523	95.61586638830897	0.0001
61	0.1147464333813723	97.49478079331942	0.0001
62	0.09957591548468724	98.12108559498957	0.0001
63	0.08575160536985059	98.12108559498957	0.0001
64	0.06966828805295311	98.74739039665971	0.0001
65	0.07181218087610969	98.12108559498957	0.0001
66	0.08462590136271678	97.91231732776617	0.0001
67	0.0845467198741212	97.28601252609603	0.0001
68	0.04528000382298219	99.16492693110648	1e-05
69	0.03507134251078758	99.16492693110648	1e-05
70	0.02976797972971064	100.0	1e-05
71	0.034621105111342136	99.37369519832986	1e-05
72	0.02565260264936967	99.79123173277662	1e-05
73	0.021051802802714275	100.0	1e-05
74	0.021774058477148132	99.79123173277662	1e-05
75	0.017494449831374253	100.0	1e-05
76	0.019996069360034452	99.79123173277662	1e-05
77	0.028474353708809005	99.58246346555323	1e-05
78	0.01892479293297253	99.79123173277662	1e-05
79	0.017504802032029705	100.0	1e-05
80	0.020248867244710506	99.79123173277662	1e-05
81	0.01378430542390257	100.0	1e-05
82	0.018323891984769348	100.0	1e-05
83	0.01746668427159897	99.79123173277662	1e-05
84	0.0170404797727106	99.79123173277662	1e-05
85	0.01319577570203575	100.0	1e-05
86	0.017612208767807683	100.0	1e-05
87	0.015629324970654133	99.79123173277662	1e-05
88	0.011875528649724475	100.0	1e-05
89	0.018684795923484394	99.58246346555323	1e-05
90	0.014393972678183887	99.79123173277662	1e-05
91	0.011692046160597767	100.0	1e-05
92	0.018098555392505978	100.0	1e-05
93	0.01198133533248884	100.0	1e-05
94	0.012531852384636447	100.0	1e-05
95	0.011630695270440524	100.0	1e-05
96	0.012282591521164446	100.0	1e-05
97	0.013081577886479259	100.0	1e-05
98	0.014852035965669379	99.79123173277662	1e-05
99	0.012020356101538045	100.0	1e-05
100	0.01328717292498385	100.0	1e-05
101	0.016140736997251968	99.79123173277662	1e-05
102	0.009581103852885874	100.0	1e-05
103	0.016402210079771242	100.0	1e-05
104	0.009387604635605484	100.0	1e-05
105	0.009432448208378725	100.0	1e-05
106	0.008725385302152788	100.0	1e-05
107	0.01100922213373453	100.0	1e-05
108	0.01114531989464058	100.0	1e-05
109	0.01113502969693136	100.0	1e-05
110	0.014050176577148707	99.79123173277662	1e-05
111	0.01007701349804384	100.0	1e-05
112	0.00931310253742779	100.0	1e-05
113	0.010949222882334648	100.0	1e-05
114	0.009469697187753834	100.0	1e-05
115	0.010148686520164221	100.0	1e-05
116	0.01237115876978586	99.79123173277662	1e-05
117	0.008378211673279148	100.0	1e-05
118	0.009748142383728247	100.0	1e-05
119	0.010413325180752603	99.79123173277662	1.0000000000000002e-06
120	0.008451991403448184	100.0	1.0000000000000002e-06
121	0.007953222276203506	100.0	1.0000000000000002e-06
122	0.008348089714762065	100.0	1.0000000000000002e-06
123	0.012455536274235532	100.0	1.0000000000000002e-06
124	0.010155645014410974	100.0	1.0000000000000002e-06
125	0.01081046729012235	100.0	1.0000000000000002e-06
126	0.010753317941213513	100.0	1.0000000000000002e-06
127	0.010660280952801722	100.0	1.0000000000000002e-06
128	0.008735475556182214	100.0	1.0000000000000002e-06
129	0.01139519361405787	100.0	1.0000000000000002e-06
130	0.008788168655867866	100.0	1.0000000000000002e-06
131	0.01145156826590633	99.79123173277662	1.0000000000000002e-06
132	0.01104917699210579	99.79123173277662	1.0000000000000002e-06
133	0.01036473004621821	100.0	1.0000000000000002e-06
134	0.011761487287611143	100.0	1.0000000000000002e-06
135	0.013643445841781406	99.58246346555323	1.0000000000000002e-06
136	0.010534869872484675	100.0	1.0000000000000002e-06
137	0.009588086197934345	100.0	1.0000000000000002e-06
138	0.010237318469456441	100.0	1.0000000000000002e-06
139	0.008667241924856487	100.0	1.0000000000000002e-06
140	0.008863165391325204	100.0	1.0000000000000002e-06
141	0.009598541884276713	100.0	1.0000000000000002e-06
142	0.006720090925592408	100.0	1.0000000000000002e-06
143	0.009411178886042693	100.0	1.0000000000000002e-06
144	0.006755756247314257	100.0	1.0000000000000002e-06
145	0.007640693257008689	100.0	1.0000000000000002e-06
146	0.009195142579196888	100.0	1.0000000000000002e-06
147	0.009450488358284959	100.0	1.0000000000000002e-06
148	0.013068487511904977	100.0	1.0000000000000002e-06
149	0.011936922470158226	99.79123173277662	1.0000000000000002e-06
150	0.007606039403126982	100.0	1.0000000000000002e-06
151	0.009487492611752298	99.79123173277662	1.0000000000000002e-06
152	0.009142744195470606	100.0	1.0000000000000002e-06
