epoch	epistemic	aleatoric	random_param_mean	random_param_log_alpha	total_param_mean	total_param_log_alpha
1	1.8099947414682016e-06	0.1628273207088502	0	0	0	0
2	7.776771958026285e-06	0.19004534293362707	0	0	0	0
3	1.8972094571287346e-05	0.20833139599406833	0	0	0	0
4	3.8486119070896274e-05	0.2171940875246078	0	0	0	0
5	0.00023814783124459504	0.22309060461196414	0	0	0	0
6	0.0015136535037922755	0.22172216326641192	0	0	0	0
7	0.005925328842545	0.21150636010079651	0	0	0	0
8	0.0030024624359622776	0.22820355214403146	0	0	0	0
9	0.0014313343197870365	0.23412511609599007	0	0	0	0
10	0.002128180147189518	0.23097951458011146	0	0	0	0
11	0.00041441446820983385	0.2289967459371749	0	0	0	0
12	0.001978005086707396	0.22833314893457204	0	0	0	0
13	0.0006774441412712162	0.23367842995704943	0	0	0	0
14	0.0030755689489477267	0.22919229745397574	0	0	0	0
15	0.0003276601031780846	0.23711808979884408	0	0	0	0
16	0.002815029461089663	0.2365476090943195	0	0	0	0
17	0.003799379279944004	0.2398106497279402	0	0	0	0
18	0.0007241931419588177	0.23824558265513973	0	0	0	0
19	0.0007268810148976235	0.24160502700167083	0	0	0	0
20	0.00043674999325685193	0.2382903059728355	0	0	0	0
21	0.0071900666433280525	0.23856176401227933	0	0	0	0
22	0.0017057244586988762	0.23739019893662147	0	0	0	0
23	0.0018246752717203385	0.23428234659878613	0	0	0	0
24	0.0036162105276880407	0.23484636545767423	0	0	0	0
25	0.0031685045998424144	0.24096889496172302	0	0	0	0
26	0.0008069416188979939	0.2410435451669135	0	0	0	0
27	0.0013481819518253169	0.23946935141940254	0	0	0	0
28	0.0013375321905509663	0.24173587795227167	0	0	0	0
29	0.0013031773199943808	0.24257893528234456	0	0	0	0
30	0.005754113827447088	0.24236091633575443	0	0	0	0
31	0.01031079094793802	0.23831471489622946	0	0	0	0
32	0.002143857739576871	0.24169072768258504	0	0	0	0
33	0.012631530116524514	0.2349911374779703	0	0	0	0
34	0.005091244137744505	0.24025982355098222	0	0	0	0
35	0.003561169859774782	0.24432262072080024	0	0	0	0
36	0.00815358228691851	0.24074776409103796	0	0	0	0
37	0.006902827521862526	0.24247533367604732	0	0	0	0
38	0.017961919232909074	0.2319251143487732	0	0	0	0
39	0.010732109605304269	0.2377011132682306	0	0	0	0
40	0.0310836390036493	0.21864867808563768	0	0	0	0
41	0.00783125276998442	0.24152566684922183	0	0	0	0
42	0.006805746682371966	0.24222750545618213	0	0	0	0
43	0.01910942573853011	0.23087450949991703	0	0	0	0
