epoch	loss	acc	lr
1	1.8589238325754802	10.0	0.0001
2	1.6814568440119426	21.666666666666668	0.0001
3	1.4854493240515392	28.333333333333332	0.0001
4	1.4138316909472148	28.333333333333332	0.0001
5	1.333888093630473	33.333333333333336	0.0001
6	1.2933894395828247	33.333333333333336	0.0001
7	1.1859840055306752	39.166666666666664	0.0001
8	1.148859719435374	38.333333333333336	0.0001
9	1.1520236531893413	43.333333333333336	0.0001
10	1.136922727028529	41.666666666666664	0.0001
11	1.068510353565216	46.666666666666664	0.0001
12	1.0483032365640004	50.833333333333336	0.0001
13	1.0212790419658024	55.833333333333336	0.0001
14	1.047372008363406	40.0	0.0001
15	1.0587064325809479	44.166666666666664	0.0001
16	1.0697639286518097	45.833333333333336	0.0001
17	1.0282844305038452	47.5	0.0001
18	1.0142535418272018	45.0	0.0001
19	0.9343244483073553	50.0	0.0001
20	1.0126531720161438	52.5	0.0001
21	0.9579749405384064	48.333333333333336	0.0001
22	0.9210286736488342	53.333333333333336	0.0001
23	0.961950903137525	48.333333333333336	0.0001
24	0.8927461753288904	54.166666666666664	0.0001
25	0.8963284740845362	56.666666666666664	0.0001
26	0.9069069027900696	51.666666666666664	0.0001
27	0.8499175111452738	58.333333333333336	0.0001
28	0.8322465121746063	59.166666666666664	0.0001
29	0.850601390004158	57.5	0.0001
30	0.7439712335666021	65.83333333333333	0.0001
31	0.860219269990921	58.333333333333336	0.0001
32	0.8112669388453165	58.333333333333336	0.0001
33	0.7648265908161799	65.0	0.0001
34	0.7407038609186808	64.16666666666667	0.0001
35	0.8077452729145685	55.0	0.0001
36	0.8174945116043091	55.0	0.0001
37	0.8061576386292776	60.0	0.0001
38	0.8392184525728226	64.16666666666667	0.0001
39	0.7538531770308813	58.333333333333336	0.0001
40	0.7097024718920389	66.66666666666667	0.0001
41	0.8465495804945627	60.0	0.0001
42	0.7673402031262716	63.333333333333336	0.0001
43	0.7584589570760727	55.833333333333336	0.0001
44	0.7980219821135203	59.166666666666664	0.0001
45	0.7190405378739039	71.66666666666667	0.0001
46	0.7661398152510325	60.833333333333336	0.0001
47	0.7187098910411199	68.33333333333333	0.0001
48	0.6915504684050878	69.16666666666667	0.0001
49	0.6958150664965311	68.33333333333333	0.0001
50	0.7014320989449819	60.833333333333336	0.0001
51	0.6771560609340668	69.16666666666667	0.0001
52	0.7575289905071259	66.66666666666667	0.0001
53	0.6516468425591787	69.16666666666667	0.0001
54	0.6701237907012304	66.66666666666667	0.0001
55	0.6603298584620158	67.5	0.0001
56	0.6424320340156555	69.16666666666667	0.0001
57	0.6113623678684235	74.16666666666667	0.0001
58	0.6067249551415443	67.5	1e-05
59	0.6106152385473251	68.33333333333333	1e-05
60	0.6410091718037924	70.0	1e-05
61	0.5990376869837443	72.5	1e-05
62	0.6039720426003138	70.83333333333333	1e-05
63	0.5453387945890427	73.33333333333333	1e-05
64	0.6343627870082855	72.5	1e-05
65	0.5294466738899549	76.66666666666667	1e-05
66	0.6516698052485784	65.83333333333333	1e-05
67	0.5771179993947347	74.16666666666667	1e-05
68	0.5970628907283148	75.0	1e-05
69	0.5523130645354589	75.0	1e-05
70	0.5716660072406133	70.0	1e-05
71	0.49642107635736465	80.0	1e-05
72	0.5681394835313162	72.5	1e-05
73	0.5804534455140432	70.0	1e-05
74	0.5392558127641678	77.5	1e-05
75	0.547152598698934	72.5	1e-05
76	0.5488743310173353	76.66666666666667	1e-05
77	0.5604624400536219	67.5	1e-05
78	0.5031277984380722	78.33333333333333	1e-05
79	0.5758293221394221	70.83333333333333	1e-05
80	0.5611508587996165	73.33333333333333	1e-05
81	0.5422853728135427	76.66666666666667	1e-05
82	0.5016733929514885	79.16666666666667	1e-05
83	0.5271910279989243	80.83333333333333	1e-05
84	0.5253547777732214	75.0	1.0000000000000002e-06
85	0.5076249788204829	78.33333333333333	1.0000000000000002e-06
86	0.5575927098592123	74.16666666666667	1.0000000000000002e-06
87	0.5661785205205282	71.66666666666667	1.0000000000000002e-06
88	0.5065136154492696	79.16666666666667	1.0000000000000002e-06
89	0.5521979828675588	75.0	1.0000000000000002e-06
90	0.4842693607012431	79.16666666666667	1.0000000000000002e-06
91	0.5297390098373095	78.33333333333333	1.0000000000000002e-06
92	0.4592217306296031	79.16666666666667	1.0000000000000002e-06
93	0.6031263296802839	75.0	1.0000000000000002e-06
94	0.5208301246166229	77.5	1.0000000000000002e-06
95	0.4837757994731267	78.33333333333333	1.0000000000000002e-06
96	0.5073006773988405	77.5	1.0000000000000002e-06
97	0.4898645306626956	76.66666666666667	1.0000000000000002e-06
98	0.529346431295077	75.83333333333333	1.0000000000000002e-06
99	0.473659781118234	79.16666666666667	1.0000000000000002e-06
100	0.4651029606660207	79.16666666666667	1.0000000000000002e-06
101	0.558914785583814	76.66666666666667	1.0000000000000002e-06
102	0.49569496760765713	81.66666666666667	1.0000000000000002e-06
103	0.5440098891655604	73.33333333333333	1.0000000000000002e-06
104	0.4693320542573929	81.66666666666667	1.0000000000000002e-06
105	0.5643394440412521	69.16666666666667	1.0000000000000002e-06
106	0.583342045545578	71.66666666666667	1.0000000000000002e-06
107	0.46984143555164337	80.83333333333333	1.0000000000000002e-06
108	0.5051102961103121	75.83333333333333	1.0000000000000002e-06
109	0.5221284156044325	78.33333333333333	1.0000000000000002e-06
110	0.499810794989268	75.83333333333333	1.0000000000000002e-07
111	0.5334949493408203	75.0	1.0000000000000002e-07
112	0.4906148041288058	75.0	1.0000000000000002e-07
113	0.49329419434070587	75.0	1.0000000000000002e-07
114	0.593467558423678	75.0	1.0000000000000002e-07
115	0.48146137098471325	76.66666666666667	1.0000000000000002e-07
116	0.49050919463237125	79.16666666666667	1.0000000000000002e-07
117	0.5305094917615255	78.33333333333333	1.0000000000000002e-07
118	0.5594485675295194	71.66666666666667	1.0000000000000002e-07
119	0.4460145781437556	80.0	1.0000000000000002e-07
120	0.5031405265132586	80.0	1.0000000000000002e-07
121	0.4897599716981252	79.16666666666667	1.0000000000000002e-07
122	0.5344401821494102	74.16666666666667	1.0000000000000002e-07
123	0.46323684106270474	80.83333333333333	1.0000000000000002e-07
124	0.5121572862068812	78.33333333333333	1.0000000000000002e-07
125	0.5442201892534891	76.66666666666667	1.0000000000000002e-07
126	0.4616672197977702	80.0	1.0000000000000002e-07
127	0.4785098135471344	84.16666666666667	1.0000000000000002e-07
128	0.5084956089655558	79.16666666666667	1.0000000000000002e-07
129	0.4987420042355855	74.16666666666667	1.0000000000000002e-07
130	0.538142000635465	75.83333333333333	1.0000000000000002e-07
131	0.5476529051860174	75.83333333333333	1.0000000000000002e-07
132	0.485696313281854	76.66666666666667	1.0000000000000002e-07
133	0.5466409971316656	78.33333333333333	1.0000000000000002e-07
134	0.5144393568237623	75.0	1.0000000000000002e-07
135	0.5054948131243387	77.5	1.0000000000000002e-07
136	0.46897677332162857	80.0	1.0000000000000004e-08
137	0.4838542292515437	79.16666666666667	1.0000000000000004e-08
138	0.4883637974659602	81.66666666666667	1.0000000000000004e-08
139	0.5281125381588936	70.83333333333333	1.0000000000000004e-08
140	0.4497936914364497	81.66666666666667	1.0000000000000004e-08
141	0.5125781322518984	75.83333333333333	1.0000000000000004e-08
142	0.5102051794528961	77.5	1.0000000000000004e-08
143	0.4825572421153386	76.66666666666667	1.0000000000000004e-08
144	0.49108629177014035	76.66666666666667	1.0000000000000004e-08
145	0.5173351839184761	78.33333333333333	1.0000000000000004e-08
146	0.566730131705602	71.66666666666667	1.0000000000000004e-08
147	0.49963870892922085	80.0	1.0000000000000004e-08
148	0.5696781824032465	70.83333333333333	1.0000000000000004e-08
149	0.4951188440124194	78.33333333333333	1.0000000000000004e-08
150	0.5436310370763143	74.16666666666667	1.0000000000000004e-08
151	0.47885072976350784	79.16666666666667	1.0000000000000004e-08
152	0.5167346249024073	70.83333333333333	1.0000000000000004e-08
153	0.5209042976299921	78.33333333333333	1.0000000000000004e-08
154	0.4409980773925781	82.5	1.0000000000000004e-08
155	0.5222818180918694	74.16666666666667	1.0000000000000004e-08
156	0.507261112332344	71.66666666666667	1.0000000000000004e-08
157	0.49973129232724506	76.66666666666667	1.0000000000000004e-08
158	0.5075975706179937	80.0	1.0000000000000004e-08
159	0.49226410686969757	80.83333333333333	1.0000000000000004e-08
160	0.5001932034889857	78.33333333333333	1.0000000000000004e-08
161	0.5330611715714136	77.5	1.0000000000000004e-08
162	0.5242686544855436	76.66666666666667	1.0000000000000004e-08
163	0.5439077988266945	74.16666666666667	1.0000000000000004e-08
164	0.4887479469180107	80.0	1.0000000000000004e-08
165	0.5197372113664945	74.16666666666667	1.0000000000000004e-08
166	0.4915113002061844	81.66666666666667	1.0000000000000004e-08
167	0.5101927295327187	75.0	1.0000000000000004e-08
168	0.46843596547842026	78.33333333333333	1.0000000000000004e-08
169	0.5174956644574801	72.5	1.0000000000000004e-08
170	0.48693953454494476	76.66666666666667	1.0000000000000004e-08
171	0.506097157796224	79.16666666666667	1.0000000000000004e-08
172	0.4980708609024684	71.66666666666667	1.0000000000000004e-08
173	0.5323230177164078	75.0	1.0000000000000004e-08
174	0.5063638761639595	77.5	1.0000000000000004e-08
175	0.5448435271779696	74.16666666666667	1.0000000000000004e-08
176	0.46917403240998584	77.5	1.0000000000000004e-08
177	0.552250362932682	74.16666666666667	1.0000000000000004e-08
178	0.5285065720478693	73.33333333333333	1.0000000000000004e-08
179	0.5099002147714297	78.33333333333333	1.0000000000000004e-08
180	0.49247125784556073	76.66666666666667	1.0000000000000004e-08
181	0.5060040478905042	74.16666666666667	1.0000000000000004e-08
182	0.5010914107163748	74.16666666666667	1.0000000000000004e-08
183	0.5178290605545044	74.16666666666667	1.0000000000000004e-08
184	0.5263995702068011	76.66666666666667	1.0000000000000004e-08
185	0.556569923957189	71.66666666666667	1.0000000000000004e-08
186	0.480705792705218	78.33333333333333	1.0000000000000004e-08
187	0.486488439142704	80.83333333333333	1.0000000000000004e-08
188	0.527625118692716	79.16666666666667	1.0000000000000004e-08
189	0.5380362222592036	70.0	1.0000000000000004e-08
190	0.4959350973367691	75.83333333333333	1.0000000000000004e-08
191	0.5612723877032598	74.16666666666667	1.0000000000000004e-08
192	0.5645131121079127	75.0	1.0000000000000004e-08
193	0.48073558260997135	78.33333333333333	1.0000000000000004e-08
194	0.5185792744159698	71.66666666666667	1.0000000000000004e-08
195	0.5098236501216888	78.33333333333333	1.0000000000000004e-08
196	0.47927331179380417	79.16666666666667	1.0000000000000004e-08
197	0.5053032959500948	80.0	1.0000000000000004e-08
198	0.542867012321949	73.33333333333333	1.0000000000000004e-08
199	0.4661317691206932	80.83333333333333	1.0000000000000004e-08
200	0.5210807671149572	79.16666666666667	1.0000000000000004e-08
201	0.47856539736191434	77.5	1.0000000000000004e-08
202	0.5612679421901703	72.5	1.0000000000000004e-08
203	0.5005572314063708	80.83333333333333	1.0000000000000004e-08
204	0.47956178585688275	77.5	1.0000000000000004e-08
205	0.5492648134628931	71.66666666666667	1.0000000000000004e-08
206	0.5305981338024139	75.83333333333333	1.0000000000000004e-08
207	0.5005205223957697	75.0	1.0000000000000004e-08
208	0.5371833841005961	75.83333333333333	1.0000000000000004e-08
209	0.4747144853075345	80.83333333333333	1.0000000000000004e-08
210	0.5239988267421722	77.5	1.0000000000000004e-08
211	0.5802424599726995	75.83333333333333	1.0000000000000004e-08
212	0.5146760394175848	75.0	1.0000000000000004e-08
213	0.48777903864781064	78.33333333333333	1.0000000000000004e-08
214	0.5014381830890974	75.83333333333333	1.0000000000000004e-08
215	0.5200740819176038	75.0	1.0000000000000004e-08
216	0.48434704045454663	80.83333333333333	1.0000000000000004e-08
217	0.4546236072977384	82.5	1.0000000000000004e-08
218	0.5207945182919502	77.5	1.0000000000000004e-08
219	0.4892329176266988	81.66666666666667	1.0000000000000004e-08
220	0.527187945942084	74.16666666666667	1.0000000000000004e-08
221	0.4812336241205533	75.83333333333333	1.0000000000000004e-08
222	0.4990372583270073	81.66666666666667	1.0000000000000004e-08
223	0.5210069715976715	79.16666666666667	1.0000000000000004e-08
224	0.5009264921148618	76.66666666666667	1.0000000000000004e-08
225	0.5135454485813776	76.66666666666667	1.0000000000000004e-08
226	0.5156908705830574	76.66666666666667	1.0000000000000004e-08
227	0.4809880331158638	76.66666666666667	1.0000000000000004e-08
228	0.5406368573506674	72.5	1.0000000000000004e-08
229	0.49521617343028385	78.33333333333333	1.0000000000000004e-08
230	0.489524208009243	76.66666666666667	1.0000000000000004e-08
231	0.5085114687681198	75.0	1.0000000000000004e-08
