epoch	batch	iter	loss	acc	lr
1	1	1	2.498415946960449	6.0	8e-06
1	2	2	2.393510341644287	6.0	8e-06
1	3	3	2.383340835571289	16.0	8e-06
1	4	4	2.379024028778076	4.0	8e-06
1	5	5	2.503216505050659	6.0	8e-06
1	6	6	2.371608018875122	18.0	8e-06
1	7	7	2.382340669631958	8.0	8e-06
1	8	8	2.437312364578247	12.0	8e-06
1	9	9	2.395782709121704	6.0	8e-06
1	10	10	2.424168586730957	6.0	8e-06
1	11	11	2.3541269302368164	16.0	8e-06
1	12	12	2.384392499923706	14.0	8e-06
1	13	13	2.4209258556365967	12.0	8e-06
1	14	14	2.3378725051879883	18.0	8e-06
1	15	15	2.3953778743743896	10.0	8e-06
1	16	16	2.3945205211639404	10.0	8e-06
1	17	17	2.440554618835449	8.0	8e-06
1	18	18	2.403322219848633	18.0	8e-06
1	19	19	2.329705238342285	10.0	8e-06
1	20	20	2.438471794128418	6.0	8e-06
1	21	21	2.3636927604675293	16.0	8e-06
1	22	22	2.418912172317505	12.0	8e-06
1	23	23	2.3100979328155518	18.0	8e-06
1	24	24	2.406475067138672	4.0	8e-06
1	25	25	2.354559898376465	18.0	8e-06
1	26	26	2.330932855606079	24.0	8e-06
1	27	27	2.324439287185669	14.0	8e-06
1	28	28	2.378371238708496	20.0	8e-06
1	29	29	2.322953224182129	14.0	8e-06
1	30	30	2.421234369277954	4.0	8e-06
1	31	31	2.3127219676971436	22.0	8e-06
1	32	32	2.4192183017730713	10.0	8e-06
1	33	33	2.424008369445801	18.0	8e-06
1	34	34	2.3618764877319336	20.0	8e-06
1	35	35	2.3408701419830322	14.0	8e-06
1	36	36	2.3363964557647705	14.0	8e-06
1	37	37	2.2910192012786865	24.0	8e-06
1	38	38	2.3974030017852783	12.0	8e-06
1	39	39	2.3240344524383545	14.0	8e-06
1	40	40	2.373142957687378	10.0	8e-06
1	41	41	2.2829854488372803	20.0	8e-06
1	42	42	2.329547882080078	10.0	8e-06
1	43	43	2.3306753635406494	8.0	8e-06
