epoch	epistemic	aleatoric	random_param_mean	random_param_log_alpha	total_param_mean	total_param_log_alpha
1	2.9784054434224203e-05	0.10422607927937612	0	0	0	0
2	0.0004640460841247272	0.11809888732184085	0	0	0	0
3	0.0005054366576161436	0.12269136048026849	0	0	0	0
4	0.0006540947126546341	0.1261596932823596	0	0	0	0
5	0.0007572816249161868	0.12844087211890903	0	0	0	0
6	0.0006369064275545851	0.1292429508870477	0	0	0	0
7	0.0007245620115218926	0.1330300353016626	0	0	0	0
8	0.000781742072054406	0.13759350747056784	0	0	0	0
9	0.0006809589979443094	0.14070950227979467	0	0	0	0
10	0.0009276167408492943	0.1441968079998179	0	0	0	0
11	0.0018259587007038447	0.15107020059660406	0	0	0	0
12	0.003472416471227674	0.15908698670894064	0	0	0	0
13	0.004996330867692217	0.16721156665411618	0	0	0	0
14	0.008341873394902041	0.17360670973696865	0	0	0	0
15	0.00823605464259343	0.17944426931082208	0	0	0	0
16	0.008494169015456451	0.18051169925518698	0	0	0	0
17	0.009598061247117817	0.1812124137129404	0	0	0	0
18	0.00983178815584379	0.18573835037547287	0	0	0	0
19	0.012833860736600741	0.18791739761650458	0	0	0	0
20	0.01566703582724603	0.1930693926102888	0	0	0	0
21	0.017773582604711624	0.19246294216858717	0	0	0	0
22	0.020197205668976106	0.19219589086912564	0	0	0	0
23	0.020611620497208785	0.19080446948854496	0	0	0	0
24	0.02595423122448373	0.18797173470852524	0	0	0	0
25	0.031075825292700948	0.18802265212987174	0	0	0	0
26	0.031068598490374202	0.19236493788808678	0	0	0	0
27	0.03317541566200963	0.19241889012871366	0	0	0	0
28	0.035210582559388415	0.19343833547185119	0	0	0	0
