epoch	epistemic	aleatoric	random_param_mean	random_param_log_alpha	total_param_mean	total_param_log_alpha
101	0.03557399266224548	0.1714899102872677	0.0019522979855537415	-4.998940467834473	-3.057423236896284e-05	-4.998943328857422
102	0.04789609825889696	0.17340129585975786	0.0019513461738824844	-4.998929977416992	-3.051187377423048e-05	-4.998931407928467
103	0.0651694069382921	0.15085830981347437	0.0019518129993230104	-4.998919486999512	-3.0441355193033814e-05	-4.998918533325195
104	0.060073339946929316	0.146150558041844	0.001953438390046358	-4.998908996582031	-3.0456385502475314e-05	-4.998905181884766
105	0.08730336978612596	0.10616499512440007	0.001958143198862672	-4.998898506164551	-3.0437924579018727e-05	-4.998900413513184
106	0.07452715053807851	0.15736341228529035	0.001962148817256093	-4.99888801574707	-3.0402126867556944e-05	-4.998887062072754
107	0.044055129473612564	0.1335412795508728	0.001964735332876444	-4.99887752532959	-3.042826210730709e-05	-4.998874187469482
108	0.03840935000486001	0.14492386413652078	0.0019683795981109142	-4.998867034912109	-3.0368044463102706e-05	-4.998869895935059
109	0.03539589476301652	0.16523158032015614	0.0019701621495187283	-4.998856544494629	-3.0381914257304743e-05	-4.998856544494629
110	0.05548918207819897	0.16301285857314549	0.001974038314074278	-4.998846054077148	-3.0374616471817717e-05	-4.998843669891357
111	0.0376569693874671	0.18301879852787595	0.001975054619833827	-4.998835563659668	-3.032355016330257e-05	-4.998837471008301
112	0.0089945128099993	0.1708263092592457	0.0019761784933507442	-4.9988250732421875	-3.0411092666327022e-05	-4.998825550079346
113	0.02673565665034039	0.15090106988858074	0.001979865599423647	-4.998814582824707	-3.046046731469687e-05	-4.998812675476074
114	0.027577208845783074	0.13895329991626312	0.0019809375517070293	-4.998804092407227	-3.049354927497916e-05	-4.998806476593018
115	0.03851033509591695	0.18865846398719732	0.0019823280163109303	-4.998793601989746	-3.0492135920212604e-05	-4.998793601989746
116	0.00912899123144062	0.14143620259266973	0.001985640963539481	-4.998783111572266	-3.0445349693764e-05	-4.998780250549316
117	0.025134587673922237	0.1948801677786681	0.0019897271413356066	-4.998772621154785	-3.043122706003487e-05	-4.998775959014893
118	0.022669550066706456	0.13956820877489542	0.0019926237873733044	-4.998762130737305	-3.0480681743938476e-05	-4.998763084411621
119	0.05361497133018639	0.15982832447595863	0.001991744851693511	-4.998751640319824	-3.057374124182388e-05	-4.998749732971191
120	0.04092152693127482	0.15157150235873637	0.0019918293692171574	-4.998741149902344	-3.065939017687924e-05	-4.998744964599609
121	0.04526996904102942	0.09044106351732362	0.001991524128243327	-4.998730659484863	-3.071987521252595e-05	-4.998732089996338
122	0.019084300766510798	0.1386689270788152	0.0019925199449062347	-4.998720169067383	-3.079565431107767e-05	-4.998718738555908
123	0.05260394567831739	0.09628348739532482	0.001992687350139022	-4.998709678649902	-3.0794533813605085e-05	-4.998706817626953
124	0.05319987586478325	0.08322564206942677	0.001996835460886359	-4.998699188232422	-3.072082836297341e-05	-4.998701572418213
125	0.02604551095029317	0.15566262661398453	0.002000440377742052	-4.998688697814941	-3.051962630706839e-05	-4.998688220977783
126	0.07158675478584847	0.1526491015085254	0.002002091845497489	-4.998678207397461	-3.043576725758612e-05	-4.998676300048828
127	0.04686307213597818	0.07775398806756861	0.002002786146476865	-4.9986677169799805	-3.0276494726422243e-05	-4.998669147491455
