epoch	batch	iter	loss	acc	lr
101	1	1101	1.0992474555969238	68.0	1e-06
101	2	1102	1.0693978071212769	74.0	1e-06
101	3	1103	1.1091513633728027	74.0	1e-06
101	4	1104	0.7346929311752319	80.0	1e-06
101	5	1105	0.9007663130760193	78.0	1e-06
101	6	1106	0.8175092339515686	76.0	1e-06
101	7	1107	1.1033642292022705	70.0	1e-06
101	8	1108	0.735424816608429	76.0	1e-06
101	9	1109	0.796566903591156	82.0	1e-06
101	10	1110	0.8169307708740234	78.0	1e-06
101	11	1111	1.046520471572876	68.42105263157895	1e-06
102	1	1112	0.8836489915847778	74.0	1e-06
102	2	1113	0.6733704209327698	78.0	1e-06
102	3	1114	0.7741659283638	78.0	1e-06
102	4	1115	0.6642636656761169	78.0	1e-06
102	5	1116	0.8703207969665527	72.0	1e-06
102	6	1117	0.7917866706848145	78.0	1e-06
102	7	1118	1.3481805324554443	70.0	1e-06
102	8	1119	1.0299177169799805	72.0	1e-06
102	9	1120	0.8806774616241455	74.0	1e-06
102	10	1121	0.8355319499969482	74.0	1e-06
102	11	1122	0.24526886641979218	94.73684210526316	1e-06
103	1	1123	1.1321525573730469	70.0	1e-06
103	2	1124	0.977040708065033	72.0	1e-06
103	3	1125	1.2174180746078491	70.0	1e-06
103	4	1126	1.0282129049301147	74.0	1e-06
103	5	1127	0.7344504594802856	82.0	1e-06
103	6	1128	0.9751092791557312	72.0	1e-06
103	7	1129	0.9254381656646729	78.0	1e-06
103	8	1130	0.871385395526886	74.0	1e-06
103	9	1131	0.9239543676376343	72.0	1e-06
103	10	1132	0.7240869402885437	80.0	1e-06
103	11	1133	0.8613069653511047	94.73684210526316	1e-06
104	1	1134	0.9332783222198486	66.0	1e-06
104	2	1135	0.9336234927177429	72.0	1e-06
104	3	1136	0.6850582957267761	74.0	1e-06
104	4	1137	0.689970850944519	78.0	1e-06
104	5	1138	1.0154545307159424	68.0	1e-06
104	6	1139	1.2343459129333496	62.0	1e-06
104	7	1140	0.5314671397209167	94.0	1e-06
104	8	1141	0.8733564615249634	82.0	1e-06
104	9	1142	1.0908253192901611	72.0	1e-06
104	10	1143	0.9887341260910034	70.0	1e-06
104	11	1144	0.6069654822349548	89.47368421052632	1e-06
105	1	1145	0.571577787399292	82.0	1e-06
105	2	1146	0.9686173796653748	72.0	1e-06
105	3	1147	0.8187975883483887	76.0	1e-06
105	4	1148	0.656597912311554	78.0	1e-06
105	5	1149	0.8558465838432312	78.0	1e-06
105	6	1150	0.628970742225647	88.0	1e-06
105	7	1151	0.7142548561096191	82.0	1e-06
105	8	1152	0.8074877262115479	72.0	1e-06
105	9	1153	0.817919909954071	74.0	1e-06
105	10	1154	1.0089644193649292	66.0	1e-06
105	11	1155	0.5427784323692322	84.21052631578948	1e-06
106	1	1156	0.7150673866271973	80.0	1e-06
106	2	1157	1.0552494525909424	70.0	1e-06
106	3	1158	0.545491099357605	82.0	1e-06
106	4	1159	0.4439408779144287	90.0	1e-06
106	5	1160	0.8490898013114929	76.0	1e-06
106	6	1161	0.9212548732757568	72.0	1e-06
106	7	1162	0.8690594434738159	80.0	1e-06
106	8	1163	1.1232659816741943	64.0	1e-06
106	9	1164	0.8902926445007324	70.0	1e-06
