epoch	epistemic	aleatoric	random_param_mean	random_param_log_alpha	total_param_mean	total_param_log_alpha
1	0.000764899944865614	0.1028001601667886	0	0	0	0
2	0.002459100075373878	0.10252922893001457	0	0	0	0
3	0.0034254053812355547	0.10106555677561743	0	0	0	0
4	0.004791341480614485	0.10135611144974097	0	0	0	0
5	0.005864223959890056	0.10221975954081006	0	0	0	0
6	0.004386311454363471	0.09852572482974373	0	0	0	0
7	0.005547825736998475	0.0996691428677013	0	0	0	0
8	0.0047742124334184816	0.09729746652628327	0	0	0	0
9	0.005451433287845043	0.09805174251265868	0	0	0	0
10	0.005467333314988878	0.09785835332270013	0	0	0	0
11	0.005758327840359885	0.09850597973348128	0	0	0	0
12	0.006044618116808356	0.09994199247515821	0	0	0	0
13	0.006162942165965177	0.09911767569843885	0	0	0	0
14	0.007002425076581541	0.1016751299869802	0	0	0	0
15	0.005501388727784641	0.09896626209685043	0	0	0	0
16	0.00719045767645546	0.10157703182787986	0	0	0	0
17	0.008037734183980984	0.10279023910128755	0	0	0	0
18	0.00764615389521299	0.10195248542495033	0	0	0	0
19	0.007682768126672422	0.10278173001737881	0	0	0	0
20	0.00810711892949274	0.1030977527045747	0	0	0	0
21	0.008719061237973374	0.10496397573990944	0	0	0	0
22	0.00833896907521536	0.1043651687507096	0	0	0	0
23	0.008071333637604608	0.1044362111567937	0	0	0	0
24	0.008707315139070068	0.10471873990000001	0	0	0	0
25	0.009581389864511809	0.1059400238602144	0	0	0	0
26	0.010376699893444585	0.1085375734527021	0	0	0	0
27	0.011583807861095745	0.10893652293113719	0	0	0	0
28	0.00864570745320939	0.10645562776148607	0	0	0	0
29	0.010899720267313208	0.10886305783655328	0	0	0	0
30	0.008499779333578358	0.10733393213887259	0	0	0	0
31	0.011500697831074005	0.11032583074165372	0	0	0	0
32	0.012275598037580587	0.11094120826434176	0	0	0	0
33	0.010812272612033113	0.11183921960725725	0	0	0	0
34	0.010052793229465572	0.1114640654954278	0	0	0	0
35	0.011558728594409231	0.11279257712693656	0	0	0	0
36	0.01040838520423237	0.11279326365357956	0	0	0	0
37	0.01092208059469187	0.11316223216062839	0	0	0	0
38	0.011457825630645704	0.11440531927260758	0	0	0	0
39	0.011748134540156382	0.1152451622448256	0	0	0	0
40	0.01100440420715278	0.11450660498829372	0	0	0	0
41	0.010230694157352827	0.11488376995111962	0	0	0	0
42	0.012840539903745389	0.11776852270436255	0	0	0	0
43	0.013055407663380873	0.11827337726241914	0	0	0	0
44	0.012878974333439402	0.11520917260897076	0	0	0	0
45	0.012776852728993086	0.11892827201381333	0	0	0	0
46	0.011828235189356887	0.11866304840578402	0	0	0	0
47	0.012261650663972334	0.11981135567348378	0	0	0	0
48	0.01497151899057744	0.12210712103928131	0	0	0	0
49	0.012070891635218753	0.11984070960228052	0	0	0	0
50	0.013548298155411455	0.12211359179368896	0	0	0	0
51	0.015879853939535376	0.12425375992778531	0	0	0	0
52	0.012550595817733188	0.1225289464745011	0	0	0	0
53	0.01158068015528678	0.12133757151236177	0	0	0	0
54	0.013266783374264911	0.1219533583382587	0	0	0	0
55	0.00998477226172197	0.12063584158206188	0	0	0	0
56	0.012028179623336348	0.12221992954965008	0	0	0	0
57	0.01462417178290747	0.12570304683057326	0	0	0	0
58	0.012430549716721917	0.12165310866965842	0	0	0	0
59	0.011789406879501228	0.12014263529378447	0	0	0	0
60	0.014218023640498897	0.12266043879315404	0	0	0	0
61	0.012781274968864342	0.12324430072720965	0	0	0	0
62	0.013314957771382998	0.12256489210765788	0	0	0	0
63	0.011449569791350707	0.12093589196967042	0	0	0	0
64	0.014297987971044018	0.12340718393055951	0	0	0	0
65	0.011563370679619437	0.12298733346561029	0	0	0	0
66	0.010697389138457726	0.12124529804604178	0	0	0	0
67	0.011953591655939177	0.12096880145461429	0	0	0	0
68	0.014211257003613035	0.12316133886574379	0	0	0	0
69	0.012071298734960247	0.12247335452527704	0	0	0	0
70	0.0140481440792244	0.1248281106887983	0	0	0	0
71	0.019008214206919553	0.12710983648601534	0	0	0	0
72	0.01435115503506531	0.12396682790296146	0	0	0	0
73	0.013467187529758961	0.12396639903387907	0	0	0	0
74	0.0159468463687843	0.12391116916467527	0	0	0	0
75	0.01347589775480345	0.12490863067431064	0	0	0	0
76	0.013281254566244169	0.1246235722725843	0	0	0	0
77	0.015251799198806423	0.12573438341090068	0	0	0	0
78	0.010915564528371991	0.12106177304248954	0	0	0	0
79	0.01398910871150728	0.12359695183814734	0	0	0	0
80	0.011602420323917888	0.12249745014225238	0	0	0	0
81	0.013182706413602956	0.12355768517647649	0	0	0	0
82	0.014281661615179658	0.12370730365039341	0	0	0	0
83	0.011800225745583839	0.12194458272819736	0	0	0	0
84	0.014794856044194466	0.1251561606957536	0	0	0	0
85	0.013095888492327564	0.1239032934343364	0	0	0	0
86	0.013073790707125107	0.12332261375110275	0	0	0	0
87	0.013540473219259816	0.12308774747330296	0	0	0	0
88	0.013099921387500598	0.12488130360002361	0	0	0	0
89	0.012056933562069737	0.1232564436969636	0	0	0	0
90	0.011438296110562868	0.12192970752712282	0	0	0	0
91	0.012084914783092458	0.1218996107784268	0	0	0	0
92	0.013765038448454156	0.1260436386524511	0	0	0	0
93	0.012692305480575972	0.12474158068563454	0	0	0	0
94	0.012745495137997349	0.12352496276361892	0	0	0	0
95	0.01377639309497548	0.12353726682264111	0	0	0	0
